# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2016-10-01
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	Mim Number	Gene Symbols	Gene Name	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr7	99394672	99408681	7q22.1		607075	PDAP1, PAP1, PAP	PDGFA-associated protein 1	PDAP1	11333	ENSG00000106244			Pdap1 (MGI:2448536)
chr7	99408619	99419615	7q22.1		603477	BUD31, G10	Bud31, S. cerevisiae, homolog of	BUD31	8896	ENSG00000106245			
chr7	99416738	99438838	7q22.1		614774	PTCD1, KIAA0632	Pentatricopeptide repeat domain 1	PTCD1	26024	ENSG00000106246			
chr7	99438919	99457376	7q22.1		603052	CPSF4, CPSF30, NEB1	Cleavage-polyadenylation specificity factor 4, 30kD	CPSF4	10898	ENSG00000160917			Cpsf4 (MGI:1861602)
chr7	99501295	99534105	7q22.1		611272	ZKSCAN5, ZFP95, KIAA1015	Zinc finger protein with KRAB and SCAN domains 5	ZKSCAN5	23660	ENSG00000196652			Zkscan5 (MGI:107533)
chr7	99648188	99680025	7q22.1		605325	CYP3A5, P450PCN3	Cytochrome P450, subfamily IIIA, polypeptide 5	CYP3A5	1577	ENSG00000106258		{Hypertension, salt-sensitive essential, susceptibility to}, 145500 (3), Multifactorial	Cyp3a16,Cyp3a11,Cyp3a41b,Cyp3a44,Cyp3a41a (MGI:2449818,MGI:106099,MGI:3714859,MGI:88609,MGI:1858451)
chr7	99705036	99735199	7q22.1		605340	CYP3A7	Cytochrome P450, subfamily IIIA, polypeptide 7	CYP3A7	1551	ENSG00000160870			Cyp3a13 (MGI:88610)
chr7	99756959	99784187	7q22.1		124010	CYP3A4	Cytochrome P450, subfamily IIIA (nifedipine oxidase) polypeptide 4	CYP3A4	1576	ENSG00000160868			
chr7	99828012	99867137	7q22.1		606534	CYP3A43	Cytochrome P450, subfamily IIIa, polypeptide 43	CYP3A43	64816	ENSG00000021461			
chr7	99923268	99929619	7q22.1		611925	GJC3, CX30.2, CX31.3	Gap junction protein, gamma-3	GJC3	349149	ENSG00000176402			Gjc3 (MGI:2153041)
chr7	99966726	99976111	7q22.1		194460	AZGP1, ZAG	Alpha-2-glycoprotein, zinc	AZGP1	563	ENSG00000160862			Azgp1 (MGI:103163)
chr7	100015571	100045522	7q22.1		601260	ZNF36, KOX18	Zinc finger protein-36 (KOX 18)	ZKSCAN1	7586	ENSG00000106261			Zkscan1 (MGI:1921820)
chr7	100049769	100065040	7q22.1		601261	ZNF38, KOX25	Zinc finger protein-38 (KOX 25)	ZSCAN21	7589	ENSG00000166529			Zscan21 (MGI:99182)
chr7	100063846	100082547	7q22.1		194510	ZNF3	Zinc finger protein-3	ZNF3	7551	ENSG00000166526	?relation to ZNF4, ZNF5; previous assignment to Chr.5		Zfp113 (MGI:1929116)
chr7	100088959	100092199	7q22.1		614729	COPS6, CSN6	COP9 signalosome, subunit 6	COPS6	10980	ENSG00000168090			Cops6 (MGI:1349439)
chr7	100092727	100101939	7q22.1		600592	MCM7, MCM2	Minichromosome maintenance deficient, S. cerevisiae, homolog of, 7	MCM7	4176	ENSG00000166508			Mcm7 (MGI:1298398)
chr7	100093559	100093642	7q22.1		612150	MIR25, MIRN25	Micro RNA 25	MIR25	407014	ENSG00000207547			
chr7	100093767	100093846	7q22.1		612984	MIR93, MIRN9	Micro RNA 93	MIR93	407050	ENSG00000207757			
chr7	100093992	100094073	7q22.1		612983	MIR106B, MIRN106B	Micro RNA 106B	MIR106B	406900	ENSG00000208036			
chr7	100101412	100107179	7q22.1		602296	AP4M1, SPG50, CPSQ3	Adaptor-related protein complex 4, mu-1 subunit	AP4M1	9179	ENSG00000221838		Spastic paraplegia 50, autosomal recessive, 612936 (3), Autosomal recessive	Ap4m1 (MGI:1337063)
chr7	100107069	100119857	7q22.1		602955	TAF6, TAF2E, TAFII80, ALYUS	TAF6 RNA polymerase II, TATA box-binding protein-associated factor, 80kD	TAF6	6878	ENSG00000106290		Alazami-Yuan syndrome, 617126 (3)	Taf6 (MGI:109129)
chr7	100119641	100125507	7q22.1		610047	CNPY4, PRAT4B, MGC40499	Canopy 4, zebrafish, homolog of	CNPY4	245812	ENSG00000166997			Cnpy4 (MGI:1913705)
chr7	100159241	100168749	7q22.1		608235	GAL3ST4	Galactose-3-O-sulfotransferase 4	GAL3ST4	79690	ENSG00000197093			Gal3st4 (MGI:1916254)
chr7	100177562	100219333	7q22.1		608489	STAG3, POF8	Stromalin 3	STAG3	10734	ENSG00000066923		Premature ovarian failure 8, 615723 (3), Autosomal recessive	Stag3 (MGI:1355311)
chr7	100218624	100221488	7q22.1		617012	PVRIG, CD112R, C7orf15	Poliovirus receptor-related immunoglobulin domain-containing protein	PVRIG	79037	ENSG00000213413			Pvrig (MGI:5596028)
chr7	100320639	100336306	7q22.1		605038	PMS2P1, PMS2L1, PMS3	Postmeiotic segregation increased 2 pseudogene 1	PMS2P1	5379				
chr7	100358002	100367830	7q22.1		605342	PILRB	Paired immunoglobulin-like receptor, beta	PILRB	29990	ENSG00000121716			Pilrb1,Pilrb2 (MGI:2450532,MGI:2450535)
chr7	100373444	100400098	7q22.1		605341	PILRA	Paired immunoglobulin-like receptor, alpha	PILRA	29992	ENSG00000085514			Pilra (MGI:2450529)
chr7	100428789	100434125	7q22.1		611478	MEPCE, BCDIN3	Methylphosphate capping enzyme	MEPCE	56257	ENSG00000146834			Mepce (MGI:106477)
chr7	100466518	100479278	7q22.1		611914	TSC22D4, THG1	TSC22 domain family, member 4	TSC22D4	81628	ENSG00000166925			Tsc22d4 (MGI:1926079)
chr7	100483871	100494801	7q22.1		615477	NYPA1	Neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1	NYAP1	222950	ENSG00000166924			Nyap1 (MGI:2443880)
chr7	100539210	100568219	7q22.1		604019	AGFG2, HRBL, RABR	ADP-ribosylation factor GTPase-activating protein with FG repeats 2	AGFG2	3268	ENSG00000106351			Agfg2 (MGI:2443267)
chr7	100582489	100601116	7q22.1		609097	FBXO24, FBX24	F-box only protein 24	FBXO24	26261	ENSG00000106336			Fbxo24 (MGI:1918426)
chr7	100602258	100608174	7q22.1		600270	PCOLCE	Procollagen C-endopeptidase enhancer	PCOLCE	5118	ENSG00000106333			Pcolce (MGI:105099)
chr7	100620415	100642779	7q22.1		604720	TFR2, HFE3	Transferrin receptor 2	TFR2	7036	ENSG00000106327		Hemochromatosis, type 3, 604250 (3)	Tfr2 (MGI:1354956)
chr7	100643096	100656460	7q22.1		612458	ACTL6B, BAF53B	Actin-like 6B	ACTL6B	51412	ENSG00000077080			Actl6b (MGI:1933548)
chr7	100673739	100679168	7q22.1		139390	GNB2	Guanine nucleotide-binding protein, beta polypeptide-2	GNB2	2783	ENSG00000172354	30-70kb from EPO		Gnb2 (MGI:95784)
chr7	100679506	100694281	7q22.1		612064	GIGYF1	GRB10-interacting GYF protein 1	GIGYF1	64599	ENSG00000146830			Gigyf1 (MGI:1888677)
chr7	100706052	100707499	7q22.1		606113	POP7, RPP20	Processing of precursor 7, S. cerevisiae, homolog of	POP7	10248	ENSG00000172336			Pop7 (MGI:1921347)
chr7	100720799	100723699	7q22.1		133170	EPO, MVCD2	Erythropoietin	EPO	2056	ENSG00000130427	close to COL1A2; no recombination	{Microvascular complications of diabetes 2}, 612623 (3)	Epo (MGI:95407)
chr7	100733598	100797796	7q22.1		602372	ZAN	Zonadhesin	ZAN	7455	ENSG00000146839			Zan (MGI:106656)
chr7	100802564	100827520	7q22.1		600011	EPHB4, HTK, MYK1	Ephrin receptor EphB4 (hepatoma transmembrane kinase)	EPHB4	2050	ENSG00000196411			Ephb4 (MGI:104757)
chr7	100852718	100867011	7q22.1		616861	SLC12A9, CIP1, CCC6	Solute carrier family 12 (potassium/chloride transporter), member 9	SLC12A9	56996	ENSG00000146828			Slc12a9 (MGI:1933532)
chr7	100867327	100873453	7q22.1		602933	TRIP6, OIP1	Thyroid hormone receptor interactor-6	TRIP6	7205	ENSG00000087077			Trip6 (MGI:1343458)
chr7	100874970	100888663	7q22.1		614469	SRRT, ARS2	Serrate RNA effector molecule, arabidopsis, homolog of	SRRT	51593	ENSG00000087087			Srrt (MGI:1933527)
chr7	100888722	100889717	7q22.1		611481	UFSP1	UFM1-specific protease 1	UFSP1	402682	ENSG00000176125			Ufsp1 (MGI:1917490)
chr7	100889993	100896132	7q22.1		100740	ACHE, YT	Acetylcholinesterase (YT blood group)	ACHE	43	ENSG00000087085	blood group YT (112100) = epitope of ACHE	[Blood group, Yt system], 112100 (3)	Ache (MGI:87876)
chr7	100949053	100968346	7q22.1		158371	MUC3A	Mucin 3A, intestinal	MUC3A	4584	ENSG00000169894			Muc3a (MGI:3588263)
chr7	100969622	101018948	7q22.1		604609	MUC12, MUC11	Mucin 12	MUC12	10071	ENSG00000205277			
chr7	101020082	101058858	7q22.1		608424	MUC17	Mucin 17	MUC17	140453	ENSG00000169876			
chr7	101085423	101097966	7q22.1		616996	TRIM56	Tripartite motif-containing protein 56	TRIM56	81844	ENSG00000169871			Trim56 (MGI:2685298)
chr7	101127086	101139265	7q22.1		173360	PAI1, PLANH1, SERPINE1	Plasminogen activator inhibitor, type I	SERPINE1	5054	ENSG00000106366		Plasminogen activator inhibitor-1 deficiency, 613329 (3), Autosomal recessive, Autosomal dominant; {Transcription of plasminogen activator inhibitor, modulator of} (3)	Serpine1 (MGI:97608)
chr7	101154404	101161275	7q22.1		603531	AP1S1, CLAPS1, AP19, MEDNIK	Adaptor-related protein complex 1, sigma 1 subunit	AP1S1	1174	ENSG00000106367		MEDNIK syndrome, 609313 (3), Autosomal recessive	Ap1s1 (MGI:1098244)
chr7	101162508	101169955	7q22.1		602186	VGF	VGF nerve growth factor inducible	VGF	7425	ENSG00000128564			Vgf (MGI:1343180)
chr7	101170492	101180275	7q22.1		615783	NAT16	N-acetyltransferase 16	NAT16	375607	ENSG00000167011			
chr7	101192885	101201130	7q22.1		610184	MOGAT3, MGAT3	Monoacylglycerol O-acyltransferase 3	MOGAT3	346606	ENSG00000106384			
chr7	101205976	101217729	7q22.1		603066	PLOD3, LH3	Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 (lysyl hydroxylase 3)	PLOD3	8985	ENSG00000106397	previously assigned to 7q36	Lysyl hydroxylase 3 deficiency, 612394 (3), Autosomal recessive	Plod3 (MGI:1347008)
chr7	101232091	101238819	7q22.1		615778	CLDN15	Claudin 15	CLDN15	24146	ENSG00000106404			Cldn15 (MGI:1913103)
chr7	101239611	101245089	7q22.1		609003	TTC11, FIS1	Tetratricopeptide repeat domain 11	FIS1	51024	ENSG00000214253			Fis1 (MGI:1913687)
chr7	101362368	101559023	7q22.1		608927	SH2B1, SH2B, KIAA1299	SH2B adaptor protein 1	COL26A1	136227	ENSG00000160963			Col26a1 (MGI:2155345)
chr7	101815903	102283957	7q22.1		116896	CUTL1, CDP	Cut, Drosophila, homolog of (CCAAT displacement protein)	CUX1	1523	ENSG00000257923			
chr7	102284525	102321710	7q22.1		605300	APS	Adaptor protein containing PH and SH2 domains	SH2B2	10603	ENSG00000160999			Sh2b2 (MGI:1345171)
chr7	102433529	102456820	7q22.1		610929	ORAI2, MEM142B, C7orf19	ORAI calcium release-activated calcium modulator 2	ORAI2	80228	ENSG00000160991			Orai2 (MGI:2443195)
chr7	102456219	102464873	7q22.1		613302	ALKBH4, ABH4	AlkB, E. coli, homolog of, 4	ALKBH4	54784	ENSG00000160993			Alkbh4 (MGI:1919291)
chr7	102464882	102473167	7q22.1		615167	LRWD1, ORCA	Leucine-rich repeats- and WD repeat domain-containing protein 1	LRWD1	222229	ENSG00000161036			Lrwd1 (MGI:1918985)
chr7	102473099	102478998	7q22.1		604150	POLR2J	Polymerase II, RNA, subunit J	POLR2J	5439	ENSG00000005075			Polr2j (MGI:109582)
chr7	102579645	102616757	7q22.1		607943	RASA4, CAPRI, GAPL, KIAA0538	Ras p21 protein activator 4	RASA4	10156	ENSG00000105808			Rasa4 (MGI:1858600)
chr7	102636747	102671728	7q22.1		609881	POLR2J2, RPB11	RNA polymerase II polypeptide J-related gene	POLR2J2	246721	ENSG00000228049			
chr7	102699225	103074840	7q22.1		609080	EBXL13, FBL13	F-box and leucine-rich repeat protein 13	FBXL13	222235	ENSG00000161040			Fbxl13 (MGI:2443416)
chr7	102973436	102978666	7q22.1		612133	NFE4	Transcription factor NFE4	NFE4	58160				
chr7	103074726	103099762	7q22.1		611864	ARMC10, SVH	Armadillo repeat-containing 10	ARMC10	83787	ENSG00000282813			Armc10 (MGI:1914461)
chr7	103099575	103149559	7q22.1		612334	NAPEPLD	N-acyl phosphatidylethanolamine-hydrolyzing phospholipase D	NAPEPLD	222236	ENSG00000161048			Napepld (MGI:2140885)
chr7	103297411	103329901	7q22.1		603131	MPPB	Mitochondrial processing peptidase-beta	PMPCB	9512	ENSG00000105819			Pmpcb (MGI:1920328)
chr7	103312473	103345361	7q22.1		605502	DNAJC2, ZRF1, MPP11	DnaJ (Hsp40) homolog, subfamily C, member 2	DNAJC2	27000	ENSG00000105821			Dnajc2 (MGI:99470)
chr7	103344404	103369394	7q22.1		154365	PSMC2, MSS1, S7	Proteasome 26S subunit, ATPase, 2	PSMC2	5701	ENSG00000161057			Psmc2 (MGI:109555)
chr7	103352597	103446176	7q22.1		604943	SLC26A5, PRES, DFNB61	Solute carrier family 26, member 5	SLC26A5	375611	ENSG00000170615	mutation identified in 1 DFNB61 family	?Deafness, autosomal recessive 61, 613865 (3), Autosomal recessive	Slc26a5 (MGI:1933154)
chr7	103471783	103989515	7q22.1		600514	RELN, RL, LIS2, ETL7	Reelin	RELN	5649	ENSG00000189056		{Epilepsy, familial temporal lobe, 7}, 616436 (3), Autosomal dominant; Lissencephaly 2 (Norman-Roberts type), 257320 (3), Autosomal recessive	Reln (MGI:103022)
chr7	104126340	104208046	7q22.1-q22.2		602331	ORC5, ORC5L	Origin recognition complex, subunit 5, S. cerevisiae, homolog of	ORC5	5001	ENSG00000164815			Orc5 (MGI:1347044)
chr7	104328655	104908557	7q22.2-q22.3		609719	LHFPL3	LHFP-like protein 3	LHFPL3	375612	ENSG00000187416			Lhfpl3 (MGI:1925076)
chr7	104900000	115000000		7q22.3-q31.1	609915	CMD1Q	Cardiomyopathy, dilated, 1Q	CMD1Q	664728		between D7S2545 and D7S2554	Cardiomyopathy, dilated, 1Q, 609915 (2)	
chr7	104900000	107800000		7q22.3	614646	MPVQTL6	Mean platelet volume quantitative trait locus 6		100887751		associated with rs342293	Mean platelet volume QTL6, 614646 (2)	
chr7	105014189	105114084	7q22.3		608444	KMT2E, MLL5	Lysine (K)-specific methyltransferase 2E	KMT2E	55904	ENSG00000005483			Kmt2e (MGI:1924825)
chr7	105456500	105522269	7q22.3		616261	PUS7, KIAA1897	Pseudouridylate synthase 7, putative	PUS7	54517	ENSG00000091127			Pus7 (MGI:1925947)
chr7	105532084	105567687	7q22.3		610089	RINT1	RAD50-interacting protein 1	RINT1	60561	ENSG00000135249			Rint1 (MGI:1916233)
chr7	105876772	106036430	7q22.3		615610	CDHR3	Cadherin-related family, member 3	CDHR3	222256	ENSG00000128536			Cdhr3 (MGI:1916014)
chr7	106090367	106112646	7q22.3		616665	SYPL1, SYPL	Synaptophysin-like 1	SYPL1	6856	ENSG00000008282			Sypl (MGI:108081)
chr7	106248284	106285731	7q22.3		608764	NAMPT, PBEF1, VF, PBEF	Nicotinamide phosphoribosyltransferase	NAMPT	10135	ENSG00000105835			Nampt (MGI:1929865)
chr7	106865277	106908977	7q22.3		601232	PIK3CG	Phosphatidylinositol 3-kinase, catalytic, gamma	PIK3CG	5294	ENSG00000105851			Pik3cg (MGI:1353576)
chr7	107044727	107161810	7q22.3		176912	PRKAR2B	Protein kinase, cAMP-dependent, regulatory, type II, beta	PRKAR2B	5577	ENSG00000005249			Prkar2b (MGI:97760)
chr7	107168960	107202528	7q22.3		616714	HBP1	HMG-box transcription factor 1	HBP1	26959	ENSG00000105856			Hbp1 (MGI:894659)
chr7	107201742	107564513	7q22.3		606821	COG5, GOLTC1, GTC90, CDG2I	Component of oligomeric golgi complex 5	COG5	10466	ENSG00000164597		Congenital disorder of glycosylation, type IIi, 613612 (3)	Cog5 (MGI:2145130)
chr7	107470056	107476206	7q22.3		601910	GPR22	G protein-coupled receptor-22	GPR22	2845	ENSG00000172209			Gpr22 (MGI:1920260)
chr7	107660634	107717808	7q22.3		605646	SLC26A4, PDS, DFNB4, EVA, TDH2B	Solute carrier family 26 (sulfate transporter), member 4	SLC26A4	5172	ENSG00000091137	some patients have digenic mutations with FOXI1	Deafness, autosomal recessive 4, with enlarged vestibular aqueduct, 600791 (3), Autosomal recessive; Pendred syndrome, 274600 (3), Autosomal recessive	Slc26a4 (MGI:1346029)
chr7	107743496	107764996	7q22.3		606872	CBLL1, HAKAI, RNF188	Cas-Br-M murine ectopic retroviral transforming sequence like-1	CBLL1	79872	ENSG00000105879			Cbll1 (MGI:2144842)
chr7	107765466	107803232	7q22.3-q31.1		126650	SLC26A3, DRA, CLD	Solute carrier family 26 (sulfate transporter), member 3	SLC26A3	1811	ENSG00000091138	5' and close to PDS	Diarrhea 1, secretory chloride, congenital, 214700 (3), Autosomal recessive	Slc26a3 (MGI:107181)
chr7	107800000	127500000		7q31	611015	AUTS9	Autism, susceptibility to, 9				max lod near D7S530	{Autism, susceptibility to, 9}, 611015 (2)	
chr7	107800000	127500000		7q31	603678	DFNB14	Deafness, autosomal recessive 14	DFNB14	1706		?same as DFNB17	Deafness, autosomal recessive 14, 603678 (2), Autosomal recessive	
chr7	107800000	127500000		7q31	603010	DFNB17	Deafness, autosomal recessive 17	DFNB17	1709			Deafness, autosomal recessive 17, 603010 (2), Autosomal recessive	
chr7	107891106	107921197	7q31.1		238331	DLD, LAD, PHE3, DLDD	Dihydrolipoamide dehydrogenase (E3 component of pyruvate dehydrogenase complex, 2-oxo-glutarate complex)	DLD	1738	ENSG00000091140		Dihydrolipoamide dehydrogenase deficiency, 246900 (3), Autosomal recessive	Dld (MGI:107450)
chr7	107923798	108003358	7q31.1		150240	LAMB1, LIS5	Laminin, beta-1	LAMB1	3912	ENSG00000091136		Lissencephaly 5, 615191 (3), Autosomal recessive	Lamb1 (MGI:96743)
chr7	108011661	108130355	7q31.1		616380	LAMB4	Laminin, beta-4	LAMB4	22798	ENSG00000091128			
chr7	108147625	108456441	7q31.1		601581	NRCAM	Neuronal cell adhesion molecule	NRCAM	4897	ENSG00000091129			Nrcam (MGI:104750)
chr7	108470416	108528160	7q31.1		612123	PNPLA8, MMLA	Patatin-like phospholipase domain-containing protein 8	PNPLA8	50640	ENSG00000135241	mutation identified in 1 MMLA family	?Mitochondrial myopathy with lactic acidosis, 251950 (3), Autosomal recessive	Pnpla8 (MGI:1914702)
chr7	108562143	108569767	7q31.1		612534	THAP5	THAP domain-containing protein 5	THAP5	168451	ENSG00000177683			
chr7	108569744	108574849	7q31.1		602634	DNAJB9, MDG1	DnaJ, E. coli, homolog of, subfamily B, member 9 (microvascular endothelial differentiation gene-1)	DNAJB9	4189	ENSG00000128590	previously assigned to chr.14 by FISH		Dnajb9 (MGI:1351618)
chr7	110662644	111562530	7q31.1		605977	IMMP2L, IMP2	Inner mitochondrial membrane peptidase, subunit 2, S. cerevisiae, homolog of	IMMP2L	83943	ENSG00000184903			Immp2l (MGI:2135611)
chr7	111726107	112206406	7q31.1		607679	DOCK4, KIAA0716	Dedicator of cytokinesis 4	DOCK4	9732	ENSG00000128512			Dock4 (MGI:1918006)
chr7	112206587	112343933	7q31.1		605465	ZNF277	Zinc finger protein-277	ZNF277	11179	ENSG00000198839			Zfp277 (MGI:1890393)
chr7	112423143	112477202	7q31.1		603502	IFRD1	Interferon-related developmental regulator 1	IFRD1	3475	ENSG00000006652			Ifrd1 (MGI:1316717)
chr7	113080412	113087777	7q31.1		605188	GPR85, SREB2	G protein-coupled receptor-85	GPR85	54329	ENSG00000164604			Gpr85 (MGI:1927851)
chr7	113876826	113919093	7q31.1		600917	PPP1R3A, PPP1R3	Protein phosphatase 1, regulatory subunit 3A	PPP1R3A	5506	ENSG00000154415		Insulin resistance, severe, digenic, 125853 (3), Autosomal dominant	Ppp1r3a (MGI:2153588)
chr7	114086309	114693771	7q31.1		605317	FOXP2, SPCH1, TNRC10, CAGH44	Forkhead box P2	FOXP2	93986	ENSG00000128573		Speech-language disorder-1, 602081 (3), Autosomal dominant	
chr7	114922153	115019915	7q31.1-q31.2		614511	MDFIC, HIC	MYOD family inhibitor domain-containing protein	MDFIC	29969	ENSG00000135272			Mdfic (MGI:104611)
chr7	115935147	116159890	7q31.2		604732	TFEC, TFECL	Transcription factor EC	TFEC	22797	ENSG00000105967			Tfec (MGI:1333760)
chr7	116210492	116258785	7q31.2		606085	TES	Testin	TES	26136	ENSG00000135269			Tes (MGI:105081)
chr7	116499600	116508540	7q31.2		601048	CAV2	Caveolin-2	CAV2	858	ENSG00000105971			Cav2 (MGI:107571)
chr7	116524784	116561184	7q31.2		601047	CAV1, BSCL3, CGL3, PPH3, LCCNS	Caveolin-1	CAV1	857	ENSG00000105974	mutation identified in 1 CGL3 family; mutation identified in 1 LCCNS family	?Lipodystrophy, congenital generalized, type 3, 612526 (3); ?Partial lipodystrophy, congenital cataracts, and neurodegeneration syndrome, 606721 (3), Autosomal dominant; Pulmonary hypertension, primary, 3, 615343 (3), Autosomal dominant	Cav1 (MGI:102709)
chr7	116672358	116798385	7q31.2		164860	MET, DFNB97, OSFD	Oncogene MET	MET	4233	ENSG00000105976	mutation identified in 1 DFNB97 family	?Deafness, autosomal recessive 97, 616705 (3), Autosomal recessive; Hepatocellular carcinoma, childhood type, somatic, 114550 (3); {Osteofibrous dysplasia, susceptibility to}, 607278 (3), Autosomal dominant; Renal cell carcinoma, papillary, 1, familial and somatic, 605074 (3)	Met (MGI:96969)
chr7	116862477	116919260	7q31.2		601571	CAPZA2, CAPPA2	Capping protein (actin filament) muscle Z-line, alpha 2	CAPZA2	830	ENSG00000198898			Capza2 (MGI:106222)
chr7	116953326	117230022	7q31.2		600833	ST7, TSG7, RAY1, FAM4A1	Suppressor of tumorigenicity 7 (breast)	ST7	7982	ENSG00000004866			St7 (MGI:1927450)
chr7	117276630	117323288	7q31.2		147870	WNT2, INT1L1	Wingless-type MMTV integration site family, member 2	WNT2	7472	ENSG00000105989	isolated by CMGT with MET		Wnt2 (MGI:98954)
chr7	117363221	117427522	7q31.2		605797	ASZ1, ALP1, ANKL1, GASZ	Ankyrin repeat, SAM, and basic leucine zipper domain-containing 1	ASZ1	136991	ENSG00000154438			Asz1 (MGI:1921318)
chr7	117478366	117668664	7q31.2		602421	CFTR, ABCC7, CF, MRP7	Cystic fibrosis transmembrane conductance regulator (ATP-binding cassette, subfamily C, member 7)	CFTR	1080	ENSG00000001626	distal and 5' to MET	{Bronchiectasis with or without elevated sweat chloride 1, modifier of}, 211400 (3), Autosomal dominant; Congenital bilateral absence of vas deferens, 277180 (3), Autosomal recessive; Cystic fibrosis, 219700 (3), Autosomal recessive; {Hypertrypsinemia, neonatal} (3); {Pancreatitis, idiopathic}, 167800 (3), Autosomal dominant; Sweat chloride elevation without CF (3)	Cftr (MGI:88388)
chr7	117700000	127500000		7q31.3	606256	STQTL2	Stature quantitative trait locus 2		192143		max lod at D7S195	{Stature QTL 2}, 606256 (2)	
chr7	117710647	117873506	7q31.31		609772	CTTNBP2, CORTBP2, KIAA1758	Cortactin-binding protein 2	CTTNBP2	83992	ENSG00000077063			Cttnbp2 (MGI:1353467)
chr7	118184031	118204038	7q31.31		607288	LSM8	LSM8, S. cerevisiae, homolog of, U6 small nuclear RNA associated	LSM8	51691	ENSG00000128534			Lsm8 (MGI:1923772)
chr7	118224657	118242730	7q31.31		610731	ANKRD7	Ankyrin repeat domain-containing protein 7	ANKRD7	56311	ENSG00000106013			Ankrd7 (MGI:1922446)
chr7	120273634	120750332	7q31.31		605410	KCND2, KIAA1044	Potassium voltage-gated channel, Shal-related subfamily, member 2	KCND2	3751	ENSG00000184408			Kcnd2 (MGI:102663)
